"COUNTRY","Country","SEX","Gender","EDUCATION_FIELD","Field","EDUCATION_LEV","Education level","MOBILITY","Mobility","YEAR","Year","Value","Flag Codes","Flags"
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2020","2020",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2021","2021",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_5","Short-cycle tertiary education","_T","Total","2017","2017",34,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_5","Short-cycle tertiary education","_T","Total","2018","2018",31,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_5","Short-cycle tertiary education","_T","Total","2019","2019",29,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_5","Short-cycle tertiary education","_T","Total","2020","2020",33,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_5","Short-cycle tertiary education","_T","Total","2021","2021",21,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2017","2017",615,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2018","2018",621,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2019","2019",551,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2020","2020",636,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_6","Bachelor’s or equivalent level","_T","Total","2021","2021",592,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_7","Master’s or equivalent level","_T","Total","2017","2017",335,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_7","Master’s or equivalent level","_T","Total","2018","2018",378,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_7","Master’s or equivalent level","_T","Total","2019","2019",370,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_7","Master’s or equivalent level","_T","Total","2020","2020",318,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_7","Master’s or equivalent level","_T","Total","2021","2021",347,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_8","Doctoral or equivalent level","_T","Total","2017","2017",68,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_8","Doctoral or equivalent level","_T","Total","2018","2018",65,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_8","Doctoral or equivalent level","_T","Total","2019","2019",78,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_8","Doctoral or equivalent level","_T","Total","2020","2020",88,,
"SVN","Slovenia","_T","Total","F05","Natural sciences, mathematics and statistics","ISCED11_8","Doctoral or equivalent level","_T","Total","2021","2021",66,,
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_35","Upper secondary vocational education","_T","Total","2017","2017",667,,
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_35","Upper secondary vocational education","_T","Total","2018","2018",730,,
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_35","Upper secondary vocational education","_T","Total","2019","2019",731,,
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_35","Upper secondary vocational education","_T","Total","2020","2020",726,,
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_35","Upper secondary vocational education","_T","Total","2021","2021",787,,
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2017","2017",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2018","2018",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2019","2019",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2020","2020",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_45","Post-secondary non-tertiary vocational education","_T","Total","2021","2021",,"m","Missing value; data cannot exist"
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_5","Short-cycle tertiary education","_T","Total","2017","2017",127,,
"SVN","Slovenia","_T","Total","F06","Information and Communication Technologies (ICTs)","ISCED11_5","Short-cycle tertiary education","_T","Total","2018","2018",101,,
